text,label
you can pay in full today or set up a payment plan what would work best for you,0
i think i can pay half today and the rest next month,0
that sounds good i can set that up for you would you like to use the same payment method as last time,0
yes that works for me,0
perfect your payment plan is set thank you for taking the time to resolve this,0
thank you for your help,0
hello is this john smith,0
no this is sarah who is this,0
i am calling from xyz collections regarding some outstanding debt connected to your account,0
i think you have got the wrong person i do not have any accounts with you,0
i apologize for the mix-up i will update our records to reflect this,0
thank you for understanding,0
of course have a great day,0
hello this is mark from xyz collections how are you today,0
what the hell do you want i do not have time for your crap,1
i understand you are busy im calling about your outstanding balance with abc lending first can you please verify your date of birth,0
why the hell should i tell you anything get lost,1
i appreciate your frustration but i need to confirm your identity could you please provide your address instead,0
you think i am gonna give you that screw you,1
i completely understand your hesitation however without verification i can not discuss your account details,0
fine its 123 fake st now tell me what you want,0
thank you for that your outstanding balance is 500 how would you like to proceed with the payment,0
i do not have the damn money right now,0
i understand would you like to set up a payment plan or discuss other options,0
i do not want any of your stupid options just leave me alone,1
i respect your wishes but i will need to follow up with you in a couple of weeks if thats alright,0
whatever just do what you want,0
thank you for your time today have a good day,0
hello is this mark johnson this is sarah calling from xyz collections how are you today,0
hi sarah yes this is mark i am doing okay thanks,0
i am glad to hear that mark i am reaching out regarding your overdue balance with abc credit union can i get your account number to look it up,0
sure it is 123456789,0
thank you for that now your current balance is 500 would you like to discuss payment options,0
i was thinking of paying half today and the rest next month,0
that sounds reasonable i can help facilitate that just to clarify can i confirm your mailing address,0
it is 456 elm street springfield,0
thank you mark so your first payment today would be 250 correct,0
yes that is right,0
great let us go ahead and process that how would you like to make the payment,0
i can do it over the phone with my credit card,0
perfect i just need the card number to get started,0
it is 5555 4444 3333 2222,0
thank you for providing that now your payment will be processed shortly is there anything else i can assist you with today,0
hello this is james from xyz collections am i speaking with michael,0
yes this is michael what is this about,0
i am calling regarding a past due account before i provide any details could you please verify your date of birth for security purposes,0
sure it is january 15 1990,0
thank you michael can you also confirm your current address,0
i live at 123 elm street springfield,0
thank you for that information you have an outstanding balance of 350 how would you like to proceed with the payment,0
i can pay 150 right now and the rest later,0
that works i can set up a partial payment for today how will you be making the payment,0
ill pay with my credit card,0
great please provide your card details and i will process that for you,0
sure the number is 1234-5678-9012-3456,0
thank you michael your payment is being processed and you will receive a confirmation shortly,0
thanks for your help,0
you are welcome have a great day,0
hello this is mark from xyz collections am i speaking with sarah thompson,0
yes this is sarah what is this about,0
thank you sarah i am calling regarding the outstanding balance on your account before we proceed could you please confirm your date of birth,0
sure it is january 15 1992,0
thank you for verifying that now can you also confirm your address for me,0
yes its 123 maple street springfield,0
thank you sarah i see here that you have an outstanding balance of 350 how would you like to proceed with the payment,0
i would like to set up a payment plan,0
thats completely fine i can assist you with that what amount can you pay monthly,0
i can manage 100 a month,0
great ill set that up for you starting next month you will receive confirmation via email,0
thank you for your help,0
you are welcome sarah if you have any questions feel free to reach out have a great day,0
you too bye,0
hello this is mark calling from xyz collections how are you today,0
i am doing alright thanks whats this about,0
i am calling regarding an outstanding balance on your account with mega credit can i get you to confirm your name for security purposes,0
sure it is jessica brown,0
thank you jessica you currently have a balance of two thousand five hundred dollars,0
that is quite a bit can you give me more details on that,0
of course this amount includes your last payment and the missed payments since then,0
i see i was not aware of the total what options do i have,0
you can make a payment plan or pay the full amount today what works best for you,0
i need some time to think about that,0
no problem please feel free to reach out if you have any questions but just remember the balance is accumulating interest,0
got it thank you,0
thank you for your time jessica have a great day,0
you too bye,0
hello is this mr thompson this is lisa calling from xyz collections how are you today,0
yes this is mr thompson i am doing fine thank you,0
i am glad to hear that i am reaching out regarding your outstanding balance with city credit can you confirm your last payment date,0
i believe it was in june of last year,0
thank you for that i see here you have an outstanding balance of 450 would you like to settle that today,0
i was hoping to set up a payment plan instead,0
absolutely we can work something out i can set up a payment plan of 100 per month for four months,0
that sounds reasonable to me,0
great can i confirm the payment method you would like to use,0
i will use my debit card,0
perfect your first payment will be processed today thank you for your cooperation,0
thank you for understanding have a great day,0
you too mr thompson do not hesitate to reach out if you have any questions,0
good afternoon this is robert calling from xyz collections how are you today,0
i am fine thank you what is this about,0
i am here to discuss your account with city credit before we proceed could you please verify your date of birth,0
it is july 15 1990,0
thank you for confirming your date of birth can you also provide the last four digits of your social security number for verification,0
sure it is 1234,0
thank you for that i confirm your identity you currently have a balance of 250 on your account how would you like to proceed with payment,0
id like to set up a payment plan,0
absolutely we can set that up would you prefer weekly or monthly payments,0
monthly payments would work for me,0
great ill set you up for monthly payments of 6250 does that sound good,0
yes that works,0
thank you for confirming youll receive a confirmation email shortly have a great day,0
thanks you too,0
hello this is mark calling from xyz collections how are you today,0
im fine thank you whats this about,0
im calling regarding an outstanding balance on your account before we proceed can you please verify your date of birth,0
sure its july 15 1990,0
thank you for that can you also confirm your current address for security purposes,0
yes its 123 main street springfield,0
thank you for confirming your identity you currently have a balance of 250 on your account,0
i thought i paid that last month,0
i understand your concern let me check the payment history for you,0
okay i appreciate that,0
it appears the payment was missed how would you like to settle this today,0
i can pay half of it now and the rest next week,0
that sounds reasonable lets process that payment of 125 right away,0
great thank you for your help,0
you are welcome thanks for your cooperation today,0
hello this is mark from xyz collections how are you today,0
i am doing alright thanks what is this about,0
i am calling in regard to your account with quick loans can you please confirm your full name so we can proceed,0
it is john smith,0
thank you john i see that your current balance is 450 would you like to discuss payment options,0
yes i need to figure out what i can afford this month,0
absolutely we can set up a payment plan how much can you commit to each month,0
i could do 100 a month for now,0
that works john ill go ahead and set that up just to confirm the first payment will be due next week on the 8th,0
sounds good to me thank you for your help,0
you are welcome is there anything else you would like to ask,0
no that is everything for now,0
alright thank you for your time john have a great day,0
you too bye,0
hello is this alex johnson,0
yes this is alex who is calling,0
hi alex i am laura from xyz collections i am calling regarding your account can i please verify your date of birth,0
sure it is april 15 1990,0
thank you alex now can you please confirm your address for me,0
it is 123 maple street springfield,0
thank you for that information you currently have an outstanding balance of 250 on your account would you like to discuss payment options,0
yes i would like to know how i can pay it off,0
you can pay online via our website or set up a payment plan if that works better for you,0
i think i will pay online today,0
great choice i will send you an email with the payment link shortly,0
thank you for your help,0
you are welcome alex have a great day,0
hello is this mark thompson,0
yes this is mark how can i help you,0
i am calling from xyz collections about your outstanding balance first can you verify your date of birth,0
sure it is may 12 1985,0
alright and can you confirm your current address,0
yes it is 1234 elm street springfield,0
great thanks you have a balance of 750 what the hell are you going to do about it,0
i would like to discuss payment options,0
payment options just pay it already its not that hard,0
i understand but i need a few moments to arrange that,0
hurry the hell up then this is a joke right,1
i assure you this is not a joke i will make this payment soon,0
whatever just do not take too long or I will come after you,1
thank you for your time i will handle this shortly,0
yeah sure good luck with that,0
hello this is jake from xyz collections is this john,0
yes this is john how can i help you,0
i am calling about your overdue account you are really behind on your payments you know that,1
i am aware of that and i am trying to work on it can you provide me with more details,0
details you should already know that you owe us get your act together,1
i understand but i do not have that information on hand can you please confirm the balance,0
you do not even know how much you owe pathetic its 500 and you need to pay it now,1
i really want to settle this but i need to review my options first,0
options like what you can borrow money from your mommy just pay up,1
i am not looking for insults i want to resolve this matter professionally,1
professionally this is a debt collection call not a tea party pay your damn bills,1
i get that i just need a couple of days to sort things out,0
a couple of days you better not be wasting my time whats your next excuse,1
i am not making excuses i am trying to work with you please give me some space,0
fine but you are only digging yourself deeper with this crap bye,1
hello this is mark from xyz collections how are you today,0
i am okay thanks what is this about,0
i am calling regarding an outstanding balance on your account can you please confirm your date of birth for verification,0
sure it is july 15th 1985,0
thank you for that can you also confirm your current address,0
yes it is 123 elm street springfield,0
thank you for verifying your information you currently owe 250 on your account how would you like to proceed with payment,0
i can pay that with a credit card right now,0
great i can assist you with that please provide your card details,0
my card number is 4567 8912 3456 7890,0
thank you can you also give me the expiration date and cvv code,0
the expiration date is 1225 and the cvv is 123,0
thank you for providing that information your payment is being processed now,0
great thanks for your help,0
you are welcome if you have any further questions feel free to reach out have a great day,0
hello this is mark from xyz collections how are you today,0
i am fine but i do not appreciate these calls what do you want,0
i understand your frustration i am calling about your overdue account with abc services,0
i have told you before to stop calling me i want my number on the do not call list,0
i am really sorry for the inconvenience let me assist you with that right away,0
please make sure it is done i do not want to hear from you again,0
i assure you i will mark your number as do not call immediately,0
thank you i hope this time it works,0
you are welcome your number is now on the do not call list,0
hello this is sarah calling from debt solutions how are you today,0
hi sarah i am alright thanks what is this about,0
im reaching out regarding an outstanding balance on your account before we proceed could you please confirm your date of birth,0
sure it is july 15 1990,0
thank you for that information can you also verify your current address for me,0
yes it is 123 elm street springfield,0
great i have verified your identity you currently have a balance of 250 how would you like to proceed with the payment,0
i can pay half of it today about 125,0
that sounds good would you like to make that payment by credit card or bank transfer,0
ill use my credit card,0
perfect please hold on while i process that for you,0
sure take your time,0
thank you for your patience your payment has been processed successfully is there anything else i can assist you with today,0
no that is all thank you,0
you are welcome have a great day,0
hello this is michael calling from xyz collections how are you today,0
hi michael i am doing well thank you what is this about,0
i am reaching out regarding your outstanding account before we proceed could you please verify your date of birth,0
sure it is april 15th 1990,0
thank you for that can you also confirm your address for security purposes,0
yes it is 123 maple street springfield,0
i appreciate your cooperation i see you have a balance of 250 how would you like to resolve this today,0
i can make a payment of 100 right now via credit card,0
that sounds good i will process that for you can you provide your card information,0
sure it is 4111 1111 1111 1111 expiration date 1225,0
thank you your payment is being processed and you will receive a confirmation shortly,0
great thank you for your help,0
you are welcome have a wonderful day,0
you too goodbye,0
hello is this david johnson,0
yes this is david who is calling,0
this is sarah from xyz collections how are you today,0
i am doing well thanks what is this about,0
im reaching out regarding an outstanding balance on your account before we proceed can you please verify your date of birth,0
sure its july 15 1990,0
thank you david can you also confirm your current address for verification,0
yes its 123 maple street springfield,0
thank you for confirming that information you have a balance of 250 due how would you like to resolve this today,0
i can pay half of it today and the rest next month,0
that sounds reasonable so you would like to pay 125 today,0
yes that is correct,0
great i will set that up for you thank you for your time david,0
thank you sarah talk to you soon,0
hello this is mike from xyz collections how the hell are you,1
i am well thank you how can i help you today,0
i am calling about the overdue balance on your account you owe quite a bit of money and i need to sort this out,0
i understand could you provide me with the specific details,0
look if i have to chase you down for this it is gonna get ugly can you just tell me your address,1
i can not share my information without verifying my identity first,0
whatever i just want to get this over with your account balance is 1200 you better have a plan,0
i will arrange to pay but please refrain from using that kind of language,1
i will talk however i want this is a serious matter you need to get your shit together,1
i appreciate your concern but i expect professionalism in our communication,0
professionalism ha you are the one dodging payments get real,1
i am trying to resolve this lets work together calmly,0
fine but make it quick i do not have time for this bullshit,1
i appreciate your time but i will be escalating this conversation if it continues this way,0
go ahead i do not give a damn you think i am scared of complaints,1
hello is this emily parker,0
no this is not emily who is calling,0
this is sam from xyz collections i am reaching out about an account balance that is due,0
i think you have the wrong number i do not have any accounts with xyz,0
i apologize for the mistake let me double-check the number,0
please do that i really do not owe anyone,0
thank you for your patience ill make a note that this is not a valid contact,0
i appreciate that thanks for clearing it up,0
you are welcome have a great day,0
hello this is michael from xyz collections how are you today,0
i am doing fine thank you what is this about,0
i am calling regarding an outstanding balance on your account could you please verify your date of birth for security purposes,0
sure it is january 15 1985,0
thank you for that can you also confirm your address,0
yes it is 123 maple street springfield,0
great thank you i can confirm that you have a balance of 450 how would you like to proceed with the payment,0
i can pay half of it today can i do that,0
absolutely you can pay 225 today would you like to pay by credit card or bank transfer,0
i will pay by credit card,0
perfect can you please provide me with your card details,0
yes it is 4111 1111 1111 1111 expiration date 1225,0
thank you i have processed your payment of 225 successfully you will receive a confirmation shortly,0
thank you for your help,0
you are welcome have a great day,0
hello this is mark from xyz collections how are you today,0
hi mark i am doing okay thanks whats this about,0
im calling regarding your account with global bank before we proceed could you please confirm your date of birth,0
sure its july 15 1990,0
thank you for that information can you also confirm your address for verification,0
yes its 245 oak street springfield,0
great thank you i see you have an outstanding balance of three hundred and fifty dollars how would you like to address this,0
i can pay two hundred now and the rest next month,0
that works i will set up the payment of two hundred dollars today when would you like to schedule the next payment,0
lets say march 15th for the remaining,0
perfect i have noted that down you will receive a confirmation email shortly,0
thank you for your help mark,0
you are welcome if you have any questions feel free to reach out have a great day,0
you have reached john smith's voicemail please leave a message after the beep,0
hi john this is sarah from global collections i am reaching out about your overdue balance,0
if this is an emergency please hang up and call 911,0
your current balance is three hundred and fifty dollars and it is important to resolve this as soon as possible,0
thank you for your call i am not available right now but i will get back to you,0
hello this is john calling from xyz collections how are you today,0
i am fine thanks whats this about,0
im reaching out regarding your overdue account can you please confirm your address for identity verification purposes,0
sure it is 123 elm street,0
thank you and could you also provide your date of birth for further verification,0
it is april 15 1990,0
great I haveve confirmed your identity you have an outstanding balance of 250 how do you wish to proceed with the payment,0
I would like to pay that off today through credit card,0
that works can i have your credit card details please,0
sure its 4111-1111-1111-1111 expiring 0625,0
thank you for that information i will process the payment now,0
how long will it take to reflect,0
it should reflect within 1-2 business days is there anything else i can assist you with,0
no thats all thanks for your help,0
you are welcome have a great day,0
hello this is mark calling from xyz collections how are you today,0
hi mark i amdoing well thank you whats this about,0
i am contacting you regarding your outstanding balance to ensure im speaking with the right person can you verify your date of birth,0
sure it is april 15 1990,0
thank you for that information can you also confirm your address for me,0
yes its 123 maple street,0
great i have verified your identity you currently have a balance of 750 how would you like to proceed with your payment,0
I would like to set up a payment plan,0
absolutely i can help with that would you like to pay 150 each month,0
that works for me,0
perfect ill set that up for you your first payment will be due next month,0
thank you mark i appreciate your help,0
you are welcome if you have any questions feel free to reach out have a great day,0
you too bye,0
hello this is mark from xyz collections how are you today,0
hi mark i am doing alright thanks what can i help you with,0
i am calling regarding your account with quick loans before we proceed could you please verify your date of birth,0
sure it is july 15 1990,0
thank you for that information can you also confirm your current address,0
yes it is 123 maple street springfield,0
great i can confirm your identity you have an outstanding balance of 250 how would you like to proceed with the payment,0
i can pay 100 today and the rest next week,0
that sounds good i will set up the payment for 100 today can you please provide your payment method,0
I will use my debit card the number is 4567-8910-1112-1314,0
please hold on i will need to take you through a secure process for that information,0
alright i am ready,0
perfect thank you for your cooperation your payment will be processed shortly,0
thank you for your help mark,0
you are welcome have a great day,0
hello is this john smith,0
yes this is john who is this,0
hi john this is sarah from xyz collections how are you today,0
i am doing alright thanks whats this about,0
i am calling to discuss your outstanding balance with acme corp can you confirm your address for me,0
i live at 123 elm street whats the amount,0
thank you you currently have a balance of 450 how would you like to proceed with this payment,0
can i pay it in installments,0
yes we can arrange that we can set up a payment plan for you what amount would you like to pay each month,0
i can do 100 a month,0
that works i will set that up for you do you want to use your bank account for the payments,0
yes thats fine when will the first payment be deducted,0
the first payment will be deducted next month on the 15th is there anything else i can help you with today,0
no that is all thank you for the help,0
you are welcome have a great day,0
hello this is sarah from xyz collections how are you today,0
i am doing alright thanks what is this about,0
im reaching out regarding an outstanding balance on your account before we proceed could you please verify your date of birth,0
sure it is january 15 1985,0
thank you for that information can you confirm your current address for verification,0
yes it is 123 maple street springfield,0
thank you for verifying that you currently have a balance of 500 would you like to discuss payment options,0
yes i want to know how i can pay that off,0
you can pay via credit card bank transfer or check which option works best for you,0
id prefer to pay with a credit card,0
great i can help you process that right now please provide your card details,0
okay the card number is 1234-5678-8765-4321,0
thank you your payment will be processed shortly is there anything else i can assist you with,0
no that is all thank you for your help,0
you are welcome have a great day,0
you have reached out to a voicemail please leave a message at the tone,0
hello this is sarah from national collections i am calling about your overdue balance,0
if you would like to leave a message please do so after the beep,0
please call us back at one-eight-hundred-two-five-seven-four-oh-four we can assist you further,0
press zero to re-record your message or just hang up,0
hello is this mr thompson this is sarah calling from xyz collections how are you today,0
yes this is him i am doing fine thank you,0
i am glad to hear that i am reaching out regarding an outstanding balance on your account before we proceed could you please verify your date of birth,0
sure it is july 15 1985,0
thank you for that information can you confirm your current address for me as well,0
yes it is 123 main street springfield,0
thank you for confirming your details i see a balance of 450 on your account how would you like to handle this,0
i can pay part of it today maybe 200,0
that sounds good would you like to pay that by credit card or debit card,0
i will use my credit card,0
great please provide your card number when you are ready,0
it is 1234-5678-9012-3456,0
thank you mr thompson your payment is being processed is there anything else i can assist you with today,0
no that will be all thanks for your help,0
you are welcome thank you for your payment have a great day,0
hello is this mr smith,0
yes this is he who is this,0
this is jessica calling from xyz collections i am calling about your account with fast credit co can you please confirm your date of birth for identity verification,0
sure it is april 15 1985,0
thank you for that information can you also verify your address for me,0
it is 123 maple street springfield,0
thank you for verifying your identity mr smith your current balance is 450 how would you like to proceed with payment,0
i can pay half of that today 225,0
that is perfectly fine would you like to make that payment over the phone or online,0
ill do it online please,0
great i will send you a payment link via email is that okay,0
yes that works for me,0
thank you for your cooperation mr smith if you have any further questions feel free to reach out,0
thank you for your help,0
hello this is sarah from xyz collections how are you today,0
i am fine but why are you calling me,0
i am reaching out regarding your overdue account with green finance it is important we discuss this,0
i do not want to talk about it i have requested to be put on a do not call list before,0
i apologize for the inconvenience i can help you with marking your number for the do not call list,0
please do that i really do not want any more calls,0
absolutely i will ensure your number is marked thank you for your patience,0
thanks for understanding goodbye,0
goodbye have a great day,0
hello this is mark calling from xyz collections how are you today,0
i am doing alright thanks whats this about,0
i am calling regarding the outstanding balance on your account with quickloans can you confirm your name for me,0
its jane doe whats the balance,0
thank you jane you currently owe 450 how would you like to proceed with payment,0
i do not have that much right now can i set up a payment plan,0
absolutely we can work something out would you prefer weekly or monthly payments,0
monthly would be better for me,0
that sounds good we can set it up for 50 a month does that work for you,0
yes that works when is the first payment due,0
the first payment will be due in 30 days ill send you a confirmation email,0
great thanks for your help,0
you are welcome jane have a great day,0
you too goodbye,0
hello this is mark calling from xyz collections how are you today,0
i am alright thanks what is this about,0
i am reaching out regarding an outstanding balance with your account before we proceed could you please confirm your address,0
sure it is 123 maple street springfield,0
thank you for that can you also verify your date of birth for me,0
it is july 15 1985,0
thanks for confirming your identity you currently have a balance of 450 on your account how would you like to proceed,0
i can pay half right now will that work,0
yes that will be perfectly fine how would you like to make that payment,0
i can do it through my credit card,0
great please hold on while i process that can i have your card number,0
it is 1234 5678 9012 3456,0
thank you your payment has been successfully processed is there anything else i can assist you with today,0
no that is all thank you for your help,0
you are welcome have a great day,0
hello is this mr johnson,0
yes that is me who is this,0
this is sarah from xyz collections i am calling to discuss your account can you please verify your date of birth for security purposes,0
sure it is january 15 1985,0
thank you mr johnson i appreciate your cooperation can you also confirm your address for me,0
i live at 123 maple street,0
thank you for verifying that information you have an outstanding balance of 450 what payment options do you prefer,0
i would like to set up a payment plan,0
that sounds good i can assist you with that how much do you want to pay monthly,0
i can pay 100 a month,0
great we'll set that up your first payment will be due on the 15th of next month,0
thank you for your help,0
you are welcome mr johnson if you have any questions feel free to call us back have a great day,0
hello this is jason from xyz collections how are you today,0
i am doing fine thank you whats this about,0
i am calling regarding your account with city bank to ensure im speaking with the right person could you verify your date of birth,0
sure its july 14 1990,0
thank you for that information can you also confirm your current address,0
yes it is 123 maple street springfield,0
great i have verified your information you currently have an outstanding balance of 250 how do you wish to proceed with payment,0
i can pay half today and the rest next month,0
that works would you like to pay the first installment online,0
yes online is fine with me,0
thank you ill send you a link to complete the payment is there anything else i can assist you with today,0
no thats all for now thank you,0
you are welcome have a great day,0
you too bye,0
hello this is mark from xyz collections how are you today,0
what the hell do you want i am not in the mood for this crap,1
i understand this may not be a good time i am calling regarding your outstanding balance can you please confirm your date of birth for identity verification,0
you think im just going to give you that screw off,1
i assure you i can only proceed with verification after confirming your identity your privacy is important to us,0
what a joke i do not owe you anything you idiots,1
i understand your frustration but i must verify your information could you please provide your address,0
ugh it is 1234 ridiculous lane but im telling you you are wasting your time,1
thank you for that information now i see a balance of 500 on your account how would you like to address this,0
i do not have to pay a damn thing you can go to hell,1
i understand this is not easy to discuss however we can work out a payment plan that suits you,0
you really think im going to negotiate with you people no chance,1
i respect your decision just know that i am here to help if you change your mind thank you for your time today,0
whatever do not call me again,0
thank you for the conversation have a good day,0
you have reached the voicemail of john smith please leave a message after the beep,0
hello john this is lisa from stellar collections i am calling about your overdue balance,0
to leave a message please include your name and number,0
it is important to discuss your options for the account you can reach me at 1-800-555-0199,0
thank you for your message i will get back to you as soon as possible,0
hello this is mark calling from xyz collections how are you today,0
i am doing well thank you how can i help you,0
i need to verify your identity first can you provide your date of birth,0
sure it is march 15 1985,0
thanks for that now what is your current address,0
i live at 123 main street springfield,0
alright you have an outstanding balance of 500 how do you plan to settle this,0
i would like to discuss payment options first,0
listen you can't just ignore this you think this will just vanish pay up,1
i understand this is important and i am here to help find a solution,0
well you better get your shit together and stop dodging this it is pathetic,1
i assure you i am not dodging anything i am simply looking for clarity,0
clarity you want clarity you owe money just pay it already,1
i appreciate your urgency but i would like to keep this conversation professional,0
professional you think i give a damn about being professional with a deadbeat like you,1
hello is this mr thompson,0
yes this is him who is calling,0
hi mr thompson this is lisa from xyz collections i am reaching out regarding a balance on your account can you please verify your date of birth,0
it is july 14 1985,0
thank you for that can you also confirm your current address,0
sure it is 1500 oak street springfield,0
thank you for confirming your identity you have an outstanding balance of 250 how would you like to proceed with the payment,0
id like to set up a payment plan,0
certainly i can assist you with that how much would you like to pay each month,0
i can pay 50 a month,0
great ill set that up for you you will start your payments next month,0
thank you for your help,0
you are welcome mr thompson have a great day,0
hello is this jacob,0
yes this is jacob who is calling,0
hi jacob this is sarah from xyz collections i hope you are doing well today,0
i am alright thank you what is this about,0
i am calling regarding your past due balance with abc credit can you confirm your address for me,0
sure it is 123 elm street,0
thank you jacob you have a balance of 450 would you like to discuss payment options today,0
i need to check my finances first before i can commit to anything,0
i understand we can definitely give you some time when do you think you will be able to follow up,0
maybe in a week or so i just need to figure things out,0
that sounds good i will mark that down for a follow-up just remember it is important to address this balance as soon as you can,0
i understand thank you for your call,0
you are welcome jacob talk to you soon,0
hello is this john smith,0
yes this is john who is calling,0
i am samantha from xyz collections i am calling about your account with central finance,0
oh okay what about my account,0
i need to inform you that you have an outstanding balance of 500 how would you like to proceed,0
i was not aware of that can you give me more details,0
sure this balance is due from last month can you confirm your address for verification,0
it is 123 elm street,0
thank you the balance on your account is due immediately would you like to pay by card or through bank transfer,0
i would prefer to pay by card,0
great please provide your card details to process the payment,0
wait can i have a summary of the charges first,0
absolutely you have a 500 balance from last month there are no additional fees at this time,0
okay that sounds fine here are my card details,0
thank you processing your payment now,0
hello is this mr johnson,0
yes this is him who is this,0
this is lisa calling from xyz collections how are you today,0
i am fine thanks for asking what is this about,0
i am reaching out regarding an outstanding balance on your account can you please verify your date of birth,0
sure it is february 12 1985,0
thank you mr johnson can you also confirm your current address,0
yes it is 123 maple street springfield,0
thank you for verifying that information you have a balance of 250 due how would you like to proceed with payment,0
can i pay by credit card over the phone,0
absolutely i can assist you with that please provide your card details,0
alright my card number is 4111 1111 1111 1111,0
thank you ill process that payment now you are all set mr johnson,0
thanks for your help,0
you are welcome have a great day,0
hello this is mark from xyz collections how are you today,0
i am okay thanks whats this about,0
im calling about an outstanding balance on your account before we proceed could you please verify your date of birth,0
sure its february 14 1990,0
thank you for verifying can you also confirm your current address,0
yes i live at 123 maple street,0
thank you i see you have a balance of 250 on your account how would you like to handle this,0
i can pay half of it today,0
that sounds good would you like to make that payment via credit card or bank transfer,0
ill use my credit card,0
perfect please provide the card details when you are ready and we will process that payment,0
okay its 4111 1111 1111 1111 expiration date 1225,0
thank you for that information your payment has been successfully processed is there anything else i can help you with,0
no that will be all thank you,0
you are welcome have a great day,0
hello this is mark from xyz collections how are you today,0
hi mark i am doing okay thanks,0
glad to hear that i am calling regarding your account with city bank before we proceed could you please verify your date of birth,0
sure it is july 15 1990,0
thank you for that information could you also confirm your current address,0
yes it is 123 maple street springfield,0
perfect thank you for verifying your identity you currently have an outstanding balance of 250 how would you like to handle that today,0
i can make a payment of 100 right now,0
thank you i will guide you through the payment process for that amount,0
great i am ready to proceed,0
please provide your payment method details and i will assist you further,0
i will use my debit card for the payment,0
awesome let us get started with that thank you for your cooperation today,0
thank you mark i appreciate your help,0
hello this is mark calling from xyz collections how are you today,0
i am okay thanks what is this about,0
i understand your concern i am calling regarding your account with city credit can you please verify your date of birth,0
it is july 14 1990,0
thank you for that information can you also confirm your current address,0
sure it is 123 elm street springfield,0
thank you for confirming your details you have an outstanding balance of 250 how would you like to proceed with the payment,0
i can pay 100 right now and the rest later,0
that sounds reasonable i can set that up for you when would you like to make the remaining payment,0
i will pay the rest next friday,0
great i will note that down thank you for your cooperation today,0
thank you mark i appreciate your help,0
you are welcome have a great day,0
you too goodbye,0
hello this is sarah calling from xyz collections how are you today,0
i am fine thanks what is this about,0
i am reaching out regarding your outstanding balance with global credit can i have your name to proceed,0
it is john harris,0
thank you john you currently have a balance of three hundred dollars when can we expect payment,0
i was not even aware of that can you tell me more details,0
of course this balance includes your last payment missed in august would you like to set up a payment plan,0
i am not sure if i can afford that right now,0
i understand john we can work with you on that what amount could you manage as a down payment,0
maybe i can do fifty dollars,0
great i can arrange that you can pay over the phone or online which preference do you have,0
i prefer online payment,0
perfect i will send you a link to complete the payment thank you for your cooperation today,0
thank you for your help,0
hello this is mark from xyz collections how are you doing today,0
oh great another goddamn phone call what is your problem,1
i am calling regarding your outstanding balance with megaloans can you please confirm your address,0
why the hell would i tell you anything you really think ill cooperate,1
i understand your frustration i just need to verify your identity before discussing the account details,0
screw your verification you are just wasting my time you idiots,1
i assure you i am here to help you resolve this you currently have a balance of 800,0
yeah and what do you want me to do about it huh,1
we can discuss payment options that work for you would you prefer a payment plan,0
you think i give a damn about your plans im not paying a penny,1
i understand that this is a tough situation however ignoring the debt will only lead to further issues,0
issues i have got bigger problems than your stupid debt just leave me alone,1
i see but i must advise you that there are consequences for non-payment im here to help if you decide to talk,0
help you call harassing me help get lost,1
thank you for your time if you change your mind please give us a call back,0
hello this is john from xyz collections how are you today,0
hi john i am doing alright how can i help you,0
i am calling regarding an outstanding balance on your account before we proceed could you please verify your date of birth,0
sure it is april 15 1990,0
thank you for that can you also confirm your current address,0
yes it is 123 main street springfield,0
thanks for confirming your information you have an outstanding balance of 250 how would you like to proceed with the payment,0
i can pay half of that amount right now,0
that is perfectly fine so would you like to pay 125 today,0
yes i can do that,0
great i will process your payment can you please provide your payment method,0
i will use my credit card for that,0
thank you for your cooperation ill take care of that right away,0
thank you john have a good day,0
you too goodbye,0
hello is this mark thompson,0
yes this is mark who is this,0
hi mark this is anna calling from xyz collections i am doing well thank you how about you,0
i am okay just busy with work,0
i understand im calling regarding an outstanding balance on your account before we proceed can you please verify your date of birth,0
sure it is april 12 1990,0
thank you for that information can you also confirm your current address for verification,0
i live at 123 maple street springfield,0
thank you mark i can confirm that you have a balance of 250 on your account how would you like to resolve this today,0
i can pay 100 right now can i set up a payment plan for the rest,0
that sounds like a reasonable plan we can set up a payment plan for the remaining balance lets discuss the details,0
great i am available to discuss that now,0
perfect ill send you the payment plan options via email after our call thank you for your cooperation today,0
thank you anna i appreciate your help,0
you are welcome mark have a great day,0
hello this is mark calling from xyz collections am i speaking with jane doe,0
yes this is jane what is this about,0
i am contacting you regarding your account balance before we proceed can you verify your date of birth for me,0
sure its july 15 1990,0
thank you jane can you also confirm your current address,0
it is 123 main street springfield,0
thank you for that information you currently have an outstanding balance of 500 how would you like to proceed with this payment,0
i would like to set up a payment plan,0
absolutely we can set that up how much would you like to pay monthly,0
i can manage 100 a month,0
that works we will set up a payment plan for 100 per month your first payment will be due on the 5th of next month,0
sounds good thank you for your help,0
you are welcome jane thank you for your time have a great day,0
you too bye,0
hello this is mark from xyz collections am i speaking with jessica,0
no this is not jessica you have the wrong number,0
i apologize for the mix-up i am calling about an outstanding balance with your account,0
i really think you need to check your records i have no account with you,0
i am very sorry for the inconvenience i will make sure to update our records,0
thank you for understanding,0
of course thank you for your patience have a great day,0
hello this is jason calling from xyz collections how are you today,0
i am okay but why are you calling me,0
i am reaching out regarding your overdue balance on your account i just wanted to discuss your payment options,0
